DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3205;P3211;P3216;P3222;P3227;P8752;P3209;P3209S1;P3209S2;P3209S3;P3209S4;P3209S5;P3209S6;P3209S7;P3209S8;P3359;P3359S1;P3359S2;P3359S3;P3359S4;P3359S5;P3359S6;P3359S7;P3359S8;P3359S1A;P3359S2A;P3359S3A;P3359S4A;P3359S5A;P3359S6A;P3359S7A;P3359S8A;P3360;P3360S1;P3360S2;P3360S3;P3360S4;P3360S5;P3360S6;P3360S7;P3360S8;P3361;P3361S1;P3361S2;P3361S3;P3361S4;P3361S5;P3361S6;P3361S7
7606518;1;1;1;17.166.994.767;1;1;1;1;1;;;6;1;1;5;1;1;1;1;;4;4;3;4;3;4;4;3;;;;;;;;;;1;2;2;1;2;1;1;1;;;;1;;;;
7606519;1;1;1;18.117.358.954;1;1;1;1;1;;;6;2;3;3;3;1;1;1;;2;2;2;2;2;4;4;4;;;;;;;;;;1;1;2;1;2;1;1;1;;;;;1;;;
7606520;1;1;1;19.943.170.299;2;1;2;2;2;;;1;2;2;2;4;4;4;4;;4;3;3;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606521;1;1;1;18.071.608.301;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;3;1;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606523;1;1;1;17.257.066.993;1;1;1;1;1;;;1;1;1;1;1;1;1;1;;3;2;2;3;3;4;4;4;;;;;;;;;;2;2;2;1;2;2;2;2;;;1;;;;;
7606525;1;1;1;14.387.877.951;1;1;1;1;1;;;6;1;3;3;3;1;1;8;;4;4;2;3;2;4;4;;;;;;;;;;;1;1;1;1;1;1;2;;;;1;;;;;
7606526;1;1;1;16.117.708.989;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;3;3;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606527;1;1;1;19.008.650.556;2;1;2;2;2;;;4;4;4;4;4;2;2;4;;3;3;3;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606528;1;1;1;22.238.547.784;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;2;2;1;1;2;1;1;1;;;;;1;1;;
7606529;1;1;1;14.210.249.828;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;3;2;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606530;1;1;1;1.903.474.844;1;2;2;2;2;;;6;3;2;2;3;2;2;2;;1;1;2;1;2;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606531;1;1;1;15.341.929.569;1;1;1;2;1;;;1;2;2;2;2;1;1;2;;2;2;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606532;1;1;1;15.916.645.836;1;2;1;2;2;;;3;2;2;2;2;2;2;2;;2;3;3;3;2;3;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606533;1;1;1;22.238.547.784;2;2;1;1;1;;;1;2;3;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;2;1;1;1;1;1;;;;;1;;;
7606534;1;1;1;17.853.101.367;2;2;1;2;1;;;4;2;4;4;4;2;2;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606535;1;1;1;89.593.286.297;1;1;2;2;2;;;4;4;4;4;4;4;1;4;;4;3;3;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606536;1;1;1;1.704.658.841;1;2;1;2;2;;;3;3;8;2;2;2;2;2;;3;2;;3;3;2;4;2;;;;;;;;;;1;1;;1;1;1;1;1;;;;;;;;
7606537;1;1;1;20.230.479.088;1;2;1;1;1;;;6;2;4;2;4;2;2;4;;1;2;1;2;1;2;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606538;1;1;1;15.053.393.114;2;2;1;2;2;;;4;3;3;3;4;3;3;3;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606539;1;1;1;20.230.479.088;1;2;1;2;1;;;2;2;2;2;2;3;3;3;;2;2;1;2;2;1;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606540;1;1;1;11.427.075.721;2;2;1;2;2;;;4;2;2;2;2;2;2;2;;3;3;3;3;2;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606541;1;1;1;12.176.134.579;2;2;2;2;2;;;4;3;3;2;2;2;2;4;;4;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606542;1;1;1;15.339.615.105;1;1;1;1;1;;;6;2;4;6;4;2;2;4;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606543;1;1;1;14.602.467.666;1;1;1;1;2;;;3;3;4;3;4;2;2;4;;2;3;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;2;1;1;1;;;;;1;;;
7606544;1;1;1;12.870.341.731;2;1;1;2;2;;;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606545;1;1;1;11.418.950.755;2;1;2;1;2;;;6;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606547;1;1;1;20.130.398.838;2;1;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;2;2;2;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606548;1;1;1;20.014.693.005;2;1;2;2;2;;;4;4;4;4;4;4;2;4;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606549;1;1;1;12.176.134.579;2;2;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;2;1;2;1;1;1;;;;;1;1;;
7606550;1;1;1;10.628.105.673;1;1;1;2;2;;;1;1;3;1;3;1;1;1;;2;2;2;2;2;2;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606551;1;1;1;17.867.333.028;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;3;3;3;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606552;1;1;1;14.980.488.607;1;1;1;2;1;;;2;1;3;3;3;1;1;3;;4;4;3;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606553;1;1;1;13.173.278.445;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606554;1;1;1;15.941.003.666;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;1;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606555;1;1;1;17.948.593.202;1;1;1;2;2;;;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7606557;1;1;1;91.744.670.664;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7606558;1;1;1;16.384.720.454;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7606560;1;1;1;12.326.497.323;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;
7606561;1;1;1;13.268.296.672;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;3;3;;;;;;;;;;;;;;;;;
7606562;1;1;1;14.005.319.971;2;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7606563;1;1;1;5.001.783.304;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;3;3;3;3;;;;;;;;;;;;;;;;;
7606564;1;1;1;13.707.362.048;2;2;2;2;1;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7606565;1;1;1;11.924.217.011;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7606566;1;1;1;20.007.133.216;2;2;2;1;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7606567;1;1;1;56.731.013.061;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7606568;1;1;1;99.756.049.617;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;3;3;3;4;4;3;;;;;;;;;;;;;;;;;
7606569;1;1;1;53.881.421.063;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7606570;1;1;1;15.024.904.182;1;1;1;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;3;3;2;2;2;;;;;;;;;;;;;;;;;
7606571;1;1;1;11.560.764.365;1;2;1;1;2;2;;;;;;;;;;;;;;;;;;;4;3;3;3;2;4;4;3;;;;;;;;;;;;;;;;;
7616912;1;1;1;10.462.029.196;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;2;2;2;3;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616913;1;1;1;12.806.314.788;1;1;1;2;2;;;6;1;6;1;6;1;1;6;;4;2;2;4;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616914;1;1;1;17.057.963.364;1;1;1;2;1;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616916;1;1;1;21.286.439.296;1;1;1;2;2;;;6;3;3;3;3;3;3;3;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616917;1;1;1;20.057.332.957;1;1;1;2;1;;;6;3;3;3;3;3;3;3;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616918;1;1;1;97.932.215.319;1;1;1;1;1;;;2;1;1;1;2;1;1;1;;4;3;4;4;4;3;4;3;;;;;;;;;;2;1;3;1;1;3;1;1;;;1;;;;;
7616919;1;1;1;15.676.495.046;1;1;1;2;1;;;3;3;3;3;3;3;3;3;;3;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616920;1;1;1;2.103.852.021;1;2;1;2;1;;;1;1;2;2;2;2;2;2;;3;3;3;4;3;3;4;3;;;;;;;;;;1;1;2;1;2;1;1;1;;;;;1;;;
7616921;1;1;1;15.050.373.828;1;1;1;2;2;;;8;8;8;2;8;2;8;8;;;;;1;;1;;;;;;;;;;;;;;;1;;1;;;;;;;;;;
7616922;1;1;1;12.543.060.082;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;4;4;4;3;2;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616923;1;1;1;13.931.806.207;1;1;1;2;2;;;6;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616924;1;1;1;1.281.217.729;1;1;1;2;2;;;3;2;3;2;3;3;3;3;;1;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616925;1;1;1;18.018.478.423;2;1;1;2;1;;;6;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616927;1;1;1;15.224.754.297;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;2;1;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616928;1;1;1;14.158.240.702;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;3;2;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616929;1;1;1;15.986.531.057;1;1;1;2;2;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616931;1;1;1;12.996.030.967;1;1;1;2;2;;;3;3;2;2;2;3;3;2;;2;1;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616932;1;1;1;16.275.543.934;1;1;1;1;2;;;3;3;3;3;3;3;3;3;;3;2;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616933;1;1;1;1.900.455.341;1;1;1;2;2;;;3;3;4;3;2;2;2;2;;2;1;2;1;2;1;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616935;1;1;1;17.948.593.202;1;2;1;2;2;;;3;3;3;3;3;3;3;2;;2;2;1;2;1;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616936;1;1;1;17.223.831.688;1;1;1;2;1;;;3;3;3;3;5;2;3;3;;2;2;2;4;2;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616939;1;1;1;20.014.693.005;1;1;1;2;2;;;4;2;2;2;2;2;2;4;;2;2;2;4;3;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616940;1;1;1;16.216.630.581;1;2;1;2;1;;;1;1;6;1;6;1;1;6;;2;3;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616942;1;1;1;13.960.016.935;1;1;1;1;1;;;1;1;1;2;2;1;1;2;;4;2;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616943;1;1;1;18.018.478.423;1;1;1;1;1;;;2;2;2;3;2;2;2;3;;2;2;2;2;2;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616944;1;1;1;18.018.478.423;1;1;1;2;2;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616945;1;1;1;14.930.864.071;2;1;1;2;1;;;6;1;4;1;4;1;1;4;;4;3;2;3;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616946;1;1;1;16.617.992.633;1;1;1;2;2;;;4;4;4;4;4;4;4;4;;2;2;1;1;1;1;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616948;1;1;1;17.668.938.504;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616949;1;1;1;18.391.344.626;1;1;1;1;2;;;3;3;4;3;3;3;4;3;;2;1;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616951;1;1;1;15.429.641.858;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;3;3;2;3;2;2;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616952;1;1;1;15.941.003.666;1;1;1;2;1;;;2;2;3;3;3;3;8;3;;4;4;2;2;3;4;;4;;;;;;;;;;1;1;1;1;1;1;;1;;;;;;;;
7616953;1;1;1;15.496.898.555;1;2;2;2;2;;;4;2;4;4;4;4;4;4;;1;1;1;1;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616954;1;1;1;18.018.478.423;2;1;1;1;2;;;1;1;4;1;4;1;1;4;;4;4;4;3;4;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616955;1;1;1;18.018.478.423;2;1;1;1;1;;;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616956;1;1;1;14.937.683.263;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616958;1;1;1;24.510.080.575;1;1;1;1;1;;;3;3;2;3;3;3;2;3;;1;1;1;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616959;1;1;1;18.275.668.547;1;1;1;1;1;;;6;2;4;1;4;1;1;3;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616960;1;1;1;15.986.531.057;1;1;1;2;2;;;4;3;3;3;3;1;8;3;;2;1;2;1;2;2;;2;;;;;;;;;;1;1;1;1;1;1;;1;;;;;;;;
7616962;1;1;1;1.595.237.862;2;1;1;2;1;;;6;5;2;6;5;2;2;2;;2;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616963;1;1;1;13.054.159.245;2;2;1;1;2;;;6;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616964;1;1;1;21.248.959.074;2;1;1;2;2;;;8;2;2;2;2;2;2;2;;;4;4;4;4;4;4;4;;;;;;;;;;;1;1;1;1;1;1;1;;;;;;;;
7616965;1;1;1;1.704.658.841;1;1;1;2;2;;;6;3;3;3;2;2;2;3;;2;4;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616966;1;1;1;17.097.548.043;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;2;1;2;1;1;1;1;1;;;;;;;;;;1;1;1;1;2;1;1;1;;1;;;1;;;
7616967;1;1;1;1.523.805.822;1;1;1;2;2;;;6;3;3;3;3;3;3;3;;4;2;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616968;1;1;1;16.216.630.581;1;1;1;2;2;;;2;2;8;2;2;2;2;2;;2;2;;3;3;4;4;2;;;;;;;;;;1;1;;1;1;1;1;1;;;;;;;;
7616969;1;1;1;15.664.725.231;2;1;1;1;1;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616970;1;1;1;16.216.630.581;1;2;1;1;1;;;6;2;3;2;3;2;2;3;;4;4;4;4;4;4;2;2;;;;;;;;;;1;1;2;1;2;1;1;2;;;;;1;;;
7616971;1;1;1;15.341.929.569;2;1;1;2;2;;;2;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616972;1;1;1;17.223.831.688;2;2;1;2;1;;;6;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616973;1;1;1;17.057.963.364;1;1;1;1;1;;;1;1;1;1;1;1;1;1;;3;3;2;3;2;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616974;1;1;1;18.018.478.423;2;1;1;2;2;;;2;3;4;4;4;4;1;1;;3;3;3;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616975;1;1;1;19.124.063.167;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616976;1;1;1;15.050.373.828;2;2;1;2;2;;;1;1;1;1;1;1;1;1;;4;4;3;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616977;1;1;1;19.124.063.167;2;1;1;2;2;;;1;2;2;2;2;1;1;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616978;1;1;1;15.050.373.828;1;1;1;2;2;;;4;4;4;4;4;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616979;1;1;1;18.018.478.423;2;1;1;1;2;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616980;1;1;1;19.723.477.071;1;2;1;2;2;;;5;1;4;1;4;1;1;5;;1;1;1;1;4;1;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616981;1;1;1;19.993.467.325;2;1;1;1;2;;;6;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;2;1;2;1;1;1;;1;;;1;;;
7616982;1;1;1;20.014.693.005;1;2;1;2;1;;;2;1;2;2;2;1;1;2;;1;2;4;2;4;1;1;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616983;1;1;1;14.898.923.318;2;1;1;1;2;;;1;1;1;3;4;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616984;1;1;1;17.948.593.202;1;2;1;2;2;;;4;1;4;4;4;1;1;4;;2;2;1;2;1;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616985;1;1;1;97.526.627.137;2;1;1;1;1;;;6;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616986;1;1;1;14.423.862.053;1;2;1;2;2;;;6;1;4;1;4;1;1;4;;1;1;2;1;2;1;2;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616987;1;1;1;19.174.518.881;2;1;1;1;1;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;2;1;1;;;1;;;;;
7616988;1;1;1;21.965.380.198;1;1;1;2;1;;;6;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616989;1;1;1;17.878.707.982;1;2;1;1;2;;;1;1;1;1;1;1;1;1;;3;2;2;1;2;1;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616990;1;1;1;14.480.764.397;1;1;1;2;1;;;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616991;1;1;1;16.431.451.589;1;1;1;2;2;;;1;1;1;1;1;1;1;1;;2;2;2;2;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616992;1;1;1;18.567.436.613;1;2;1;2;2;;;1;1;1;1;1;1;1;1;;1;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616993;1;1;1;15.015.398.686;2;1;1;1;1;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616994;1;1;1;18.018.478.423;2;1;1;2;1;;;1;1;1;1;1;1;1;1;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616995;1;1;1;19.174.518.881;2;1;1;2;1;;;2;2;2;2;2;2;2;2;;4;3;3;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616996;1;1;1;20.014.693.005;2;1;1;2;1;;;1;1;4;4;4;1;1;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616997;1;1;1;11.123.855.467;2;2;1;2;2;;;2;2;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616998;1;1;1;16.858.732.574;2;2;1;1;1;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7616999;1;1;1;12.623.721.581;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;1;1;2;1;1;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7617000;1;1;1;14.957.161.002;2;1;1;1;1;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7617001;1;1;1;10.855.794.594;2;1;1;2;2;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7617002;1;1;1;1.657.122.203;2;1;1;2;1;;;4;4;4;4;4;4;4;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7617003;1;1;1;6.571.741.739;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;;;;
7617004;1;1;1;22.007.846.537;1;2;1;1;2;1;;;;;;;;;;;;;;;;;;;3;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7617005;1;1;1;1.830.483.734;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;3;1;3;2;2;4;5;2;;;;;;;;;;;;;;;;;
7617013;1;1;1;98.314.071.692;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;2;2;4;2;2;3;3;3;;;;;;;;;;;;;;;;;
7617014;1;1;1;10.036.169.096;1;2;2;1;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7617019;1;1;1;11.794.490.962;1;1;2;2;2;1;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7617023;1;1;1;10.140.491.485;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;
7617026;1;1;1;5.001.783.304;1;2;2;2;2;1;;;;;;;;;;;;;;;;;;;4;4;2;1;2;2;2;2;;;;;;;;;;;;;;;;;
7617027;1;1;1;8.368.727.852;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7617030;1;1;1;62.314.734.355;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;5;2;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7617032;1;1;1;10.176.455.697;2;2;2;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7617041;1;1;1;62.314.734.355;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;2;3;2;2;2;4;3;3;;;;;;;;;;;;;;;;;
7617042;1;1;1;76.117.198.449;1;1;1;1;2;1;;;;;;;;;;;;;;;;;;;2;2;1;1;1;1;2;2;;;;;;;;;;;;;;;;;
7617044;1;1;1;22.007.846.537;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;3;5;4;3;4;4;2;2;;;;;;;;;;;;;;;;;
7617045;1;1;1;72.410.097.047;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7617046;1;1;1;60.056.317.568;2;2;1;2;2;1;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;
7617047;1;1;1;722.029.397;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7617048;1;1;1;11.994.195.359;2;2;1;2;2;1;;;;;;;;;;;;;;;;;;;2;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
